date,R_H,Precipitation,ET,GW1428A,GW1430,GW285,HK4003U,HK4004U,HK4012H,HK4013H,HK4014H,HK4101U,HK4102U,HK4115U,HK4206U,HK4226B,HK4256U,HK4258U,HK4262U,HK4302H,SGU903074482,SGU909128423,SGU912799781,SGU912799806,SGU912799815,SGU912799853
1/30/2018,88,1.1,1.570792961,,,,,,,,,,,,,,,,,,,,,,,
1/31/2018,93,13.8,0.981654207,,,,,,,,,,,,,,,,,,,,,,,
2/1/2018,91,4.2,1.028684383,,,,,,,,,,,,,,,,,,,,,,,
2/2/2018,91,0.4,1.056722003,,,,,,,,,52.61,44.98,,58.9,,,,,,,,,,,
2/3/2018,84,0.1,0.819304612,,,,,,,,,,,,,,,,,,,,,,,
2/4/2018,83,0,0.957975846,,,,,,,,,,,,,,,,,,,,,,,
2/5/2018,79,0,1.480642535,,,,,,,,,,,,,,,,,,,,,,,
2/6/2018,74,0.3,0.848549022,,17.25,,,,,,,,,,,,,,,,,,,,,
2/7/2018,75,2.9,0.970336506,,,,,,,,,,,,,,,,,,,,,,,
2/8/2018,94,0,1.074331166,45.19,,,,,,,,,,,,,,,,,,,,,,
2/9/2018,79,0,1.47792464,,,,,,,,,,,,,,,,,,,,,,,
2/10/2018,78,0,1.171140405,,,,,,,,,,,,,,,,,,,,,,,
2/11/2018,80,14.5,1.006272204,,,,,,,,,,,,,,,,,,,,,,,
2/12/2018,90,12.1,0.838086922,,,,,,,,,,,,,,,,,,,,,,,
2/13/2018,84,0.1,0.945501553,,,,,,,,,,,,,,,,,,,,,,,
2/14/2018,88,0,1.540633004,,,,,,,,,,,,,,,,,,,,,,,
2/15/2018,89,5.1,1.303543845,,,,,,,,,,,,,,,,,,,,,,,
2/16/2018,100,0.3,0.897910178,,,,,,,,,,,,,,,,,,,,,,,
2/17/2018,88,0,1.090088797,,,,,,,,,,,,,,,,,,,,,,,
2/18/2018,96,10.4,1.016103357,,,,,,,,,,,,,,,,,,,,,,,
2/19/2018,95,7.1,0.932576505,,17.63,,,,,,,,,16.229,,,,,,,,,,,,
2/20/2018,94,0.1,1.106821213,,,,,,,,,,,,,,,,,,,,,,,
2/21/2018,91,1,0.938961665,,17.54,,18.21,19.72,,24.242,,,,16.239,,18.46,,,18.475,,,21.42,,,,
2/22/2018,87,0,1.054925791,,,,,,28.2322972,,,,,,,,26.69,,,,,,,35.4,32.34,33.61
2/23/2018,89,0,0.921977341,,,,,,,,,,,,,,,,,,,,,,,
2/24/2018,79,0,1.679171242,,,,,,,,,,,,,,,,,,,,,,,
2/25/2018,60,0,1.442893928,,,,,,,,,,,,,,,,,,,,,,,
2/26/2018,83,0.1,1.446445739,,,,,,,,,,,,,,,,,,,,,,,
2/27/2018,83,0,1.173695034,,,,,,,,24.48717168,,,,,,,,,,,,,,,
2/28/2018,71,0,1.004601403,,,,,,,,,,,,,,,,,,,,,,,
3/1/2018,73,0,0.995751509,,,,,,,,,,,,,,,,,,,,,,,
3/2/2018,78,0,0.826316232,,,,,,,,,,,,,,,,,,,,,,,
3/3/2018,85,0,0.888919739,,,,,,,,,,,,,,,,,,,,,,,
3/4/2018,77,0,1.013751367,,,,,,,,,,,,,,,,,,,,,,,
3/5/2018,70,9.5,0.926472306,,,,,,,,,,,,,,,,,,,,,,,
3/6/2018,98,0.1,0.822332434,,,,,,,,,,,,,,,,,,,,,,,
3/7/2018,100,3,1.421543654,,,,,,,,,,,,,,,,,,,,,,,
3/8/2018,98,2.2,0.857113448,,,,,,,,,,,,,,,,,,,,,,,
3/9/2018,97,0,0.820604525,,,,,,,,,,,,,,,,,,,,,,,
3/10/2018,86,0,1.182570101,,,,,,,,,,,,,,,,,,,,,,,
3/11/2018,84,12.9,0.811502014,,,,,,,,,,,,,,,,,,,,,,,
3/12/2018,98,0,0.910594487,,,,,,,,,,,,,,,,,,,,,,,
3/13/2018,100,0,0.874954381,,19.46,47.4312544,,,,,,,,,,,,,,,,,,,,
3/14/2018,93,0,1.505674061,,,,,,,,,,,,,,,,,,,,,,,
3/15/2018,81,0,1.287165638,,18.71,,18.13,19.68,28.871485,23.88156133,25.66822,52.55,44.68,16.139,,18.29,26.79,18.75,18.31,,,,,34.56,,
3/16/2018,67,0,1.747500816,,,,,,,,,,,,,,,,,,21.99761838,21.11,,,,
3/17/2018,74,0,1.700548535,,,,,,,,,,,,,,,,,,,,,,,
3/18/2018,56,0,1.742959268,,,,,,,,,,,,,,,,,,,,,,,
3/19/2018,74,0.7,1.224279847,,,,,,,,,,,,,,,,,,,,,,,
3/20/2018,85,0,2.096241555,,,,,,,,,,,,,,,,,,,,,,,
3/21/2018,88,4,1.31310455,,,,,,,,,,,,,,,,,,,,,,,
3/22/2018,100,0.1,0.825074136,,,,,,,,,,,,,,,,,,,,,,,
3/23/2018,100,0.7,0.711980991,,,,,,,,,,,,,,,,,,,,,,,
3/24/2018,94,0.1,0.716609745,,,,,,,,,,,,,,,,,,,,,,,
3/25/2018,100,0,1.644176532,,,,,,,,,,,,,,,,,,,,,,,
3/26/2018,93,4.4,0.849109105,,,,,,,,,,,,,,,,,,,,,,,
3/27/2018,94,0,0.887300795,,,,,,,,,,,,,,,,,,,,,,,
3/28/2018,73,0,1.777624854,,,,,,,,,,,,,,,,,,,,,,,
3/29/2018,66,0,2.054610048,,,,,,,,,,,,,,,,,,,,,,,
3/30/2018,64,0,1.993624052,,,,,,,,,,,,,,,,,,,,,,,
3/31/2018,73,0,2.051993273,,,,,,,,,,,,,,,,,,,,,,,
4/1/2018,66,0,1.796711476,,,,,,,,,,,,,,,,,,,,,,,
4/2/2018,89,0,2.000481524,,,,,,,,,,,,,,,,,,,,,,,
4/3/2018,90,5.8,1.19182828,,,,,,,,,,,,,,,,,,,,,,,
4/4/2018,98,12.9,0.972638878,,17.29,,,,,,,,,,,,,,,,,,,,,
4/5/2018,99,6.9,1.209732315,,,,,,,,,,,,,,,,,,,,,,,
4/6/2018,74,0,2.362908727,45.25,,,,,,,,,,,,,,,,,,,,,,
4/7/2018,90,0,2.675081802,,,,,,,,,,,,,,,,,,,,,,,
4/8/2018,70,0,2.553065388,,,,,,,,,,,,,,,,,,,,,,,
4/9/2018,93,0,1.759573496,,,,,,,,,,,,,,,,,,,,,,,
4/10/2018,92,0,2.401180808,,,,,,,,,51.69,44.74,,57.7,,,,,,,,,,,
4/11/2018,45,0,2.999121364,,,,,,,,,,,,,,,,,,,,,34.58,,
4/12/2018,53,0,3.235170179,,,,,,,,,,,,,,,,,,,,,,,
4/13/2018,54,0,4.068102507,,,,18.16,19.7,27.97122975,23.8287666,24.1777387,,,16.169,,18.34,26.78,,,,,,,,,
4/14/2018,56,0,2.475863411,,,,,,,,,,,,,,,,,,,,,,,
4/15/2018,90,10.2,1.049918728,,,,,,,,,,,,,,,,,,,,,,,
4/16/2018,100,0.1,1.092013356,,17.18,,,,,,,,,,,,,18.69,18.23,,21.47756311,2.87,,,,
4/17/2018,96,0,0.922550418,,,,,,,,,,,,,,,,,,,,,,,
4/18/2018,91,0,1.68264636,,,,,,,,,,,,,,,,,,,,,,,
4/19/2018,100,0,1.500827772,,,,,,,,,,,,,,,,,,,,,,,
4/20/2018,96,0,3.184360047,,,,,,,,,,,,,,,,,,,,,,,
4/21/2018,80,0,2.448531869,,,,,,,,,,,,,,,,,,,,,,,
4/22/2018,93,3.9,1.767317371,,,,,,,,,,,,,,,,,,,,,,,
4/23/2018,72,5.9,1.429659175,,,,,,,,,,,,,,,,,,,,,,,
4/24/2018,91,3.8,0.785909777,,,,,,,,,,,,,,,,,,,,,,,
4/25/2018,90,0,1.647842816,,,,,,,,,,,,,,,,,,,,,,,
4/26/2018,89,1.1,1.173501202,,,,,,,,,,,,,,,,,,,,,,,
4/27/2018,83,0.3,1.624071768,,,,,,,,,,,,,,,,,,,,,,,
4/28/2018,87,2.2,1.31023171,,,,,,,,,,,,,,,,,,,,,,,
4/29/2018,90,0.2,1.330068258,,,,,,,,,,,,,,,,,,,,,,,
4/30/2018,85,17.9,1.24558619,,,,,,,,,,,,,,,,,,,,,,,
5/1/2018,98,3.1,0.921995417,,,,,,,,,,,,,,,,,,,,,,,
5/2/2018,89,0,2.160292132,,,,,,,,,,,,,,,,,,,,,,,
5/3/2018,80,2.3,1.696497924,,,,,,,,,,,,,,,,,,,,,,,
5/4/2018,83,0,1.624634747,,,,,,,,,,,,,,,,,,,,,,,
5/5/2018,86,0,1.891666353,,,,,,,,,,,,,,,,,,,,,,,
5/6/2018,92,0,2.080098723,,,,,,,,,,,,,,,,,,,,,,,
5/7/2018,88,0,2.634911085,,,,,,,,,,,,,,,,,,,,,,,
5/8/2018,81,0,2.703155598,,,,,,,,,,,,,,,,,,,,,,,
5/9/2018,69,0,3.456776186,,,,,,,,,,,,,,,,,,,,,,,
5/10/2018,73,3.7,3.47091165,,,,,,,,,,,,,,,,,,,,,,,
5/11/2018,97,0,2.302447786,,,,,,,,,5.32,44.59,,57.44,,,,,,,,,34.3,31.3,
5/12/2018,67,0,1.95013847,,,,,,,,,,,,,,,,,,,,,,,
5/13/2018,79,0,2.328238615,,,,,,,,,,,,,,,,,,,,,,,
5/14/2018,74,0,2.867762195,,,,,,27.72974829,,,,,,,,26.69,,,,,,,,,
5/15/2018,66,0,2.921788574,,17.13,,18.7,19.57,,,23.2331537,,,16.79,,18.16,,18.46,,,,,,,,
5/16/2018,86,0,2.53339496,,,,,,,,,,,,,,,,,,,,,,,
5/17/2018,89,0.2,2.273058728,,,,,,,,,,,,,,,,,,,,,,,
5/18/2018,69,0,2.578744196,,,,,,,23.46723689,,,,,,,,,17.88,,,,6.73,,,
5/19/2018,56,0,2.215638524,,,,,,,,,,,,,,,,,,,,,,,
5/20/2018,97,0,2.110944957,,,,,,,,,,,,,,,,,,,,,,,
5/21/2018,90,0,2.013255107,,,,,,,,,,,,,,,,,,,,,,,
5/22/2018,67,0,2.348577046,,,,,,,,,,,,,,,,,,,,,,,
5/23/2018,89,0,2.464984244,,,,,,,,,,,,,,,,,,,,,,,
5/24/2018,78,0,2.634966261,,,,,,,,,,,,,,,,,,,2.48,,,,
5/25/2018,72,0,2.774070446,,,,,,,,,,,,,,,,,,,,,,,
5/26/2018,77,0,2.465151298,,,,,,,,,,,,,,,,,,,,,,,
5/27/2018,92,0.7,2.487938453,,,,,,,,,,,,,,,,,,,,,,,
5/28/2018,53,12.2,1.952990282,,,,,,,,,,,,,,,,,,,,,,,
5/29/2018,89,0,2.069407552,,,,,,,,,,,,,,,,,,,,,,,
5/30/2018,78,0,2.883460027,,,,,,,,,,,,,,,,,,,,,,,
5/31/2018,68,0,3.164362518,,,,,,,,,,,,,,,,,,,,,,,
6/1/2018,69,0,2.548139117,,,,,,,,,,,,,,,,,,,,,,,
6/2/2018,81,0,2.41417373,,,,,,,,,,,,,,,,,,,,,,,
6/3/2018,88,0,2.928749987,,,,,,,,,,,,,,,,,,,,,,,
6/4/2018,84,0,2.49120751,44.66,,,,,,,,,,,,,,,,,,,,,,
6/5/2018,45,0,3.081918444,,16.97,,,,,,,,,,,,,,,,,,,,,
6/6/2018,37,0,1.906256299,,,,,,,,,48.81,44.15,,,,,,,,,,,32.92,,
6/7/2018,80,0,2.383962954,,,,,,,,,,,,,,,,,,,,,,,
6/8/2018,79,0,2.447148766,,,,,,,,,,,,,,,,,,,,,,,
6/9/2018,77,0,2.062370626,,,,,,,,,,,,56.92,,,,,,,,,,,
6/10/2018,82,2.9,2.124571897,,,,,,,,,,,,,,,,,,,,,,,
6/11/2018,75,3.3,1.094992584,,,,,,,,,,,,,,,,,,,,,,,
6/12/2018,96,0,1.594797059,,,,,,,,,,,,,,,,,,,,,,,
6/13/2018,76,0,1.907518996,,16.85,,,,,,,,,,,,,17.5,17.14,,21.49335176,2.13,,,,
6/14/2018,72,5.4,1.800799055,,,,,,,,,,,,,,,,,,,,,,,
6/15/2018,77,0,1.83144071,,,,17.82,19.39,27.1453354,22.86583361,21.4353156,,,,,17.48,26.38,,,,,,,,,
6/16/2018,67,1.7,1.926834885,,,,,,,,,,,,,,,,,,,,,,,
6/17/2018,88,10.4,1.39604904,,,,,,,,,,,,,,,,,,,,,,,
6/18/2018,68,2,1.563833553,,,,,,,,,,,,,,,,,,,,,,,
6/19/2018,74,1.1,2.682268628,,,,,,,,,,,,,,,,,,,,,,,
6/20/2018,71,12.1,1.368195758,,,,,,,,,,,,,,,,,,,,,,,
6/21/2018,81,3.8,1.652752804,,,,,,,,,,,,,,,,,,,,,,,
6/22/2018,83,0,1.860981425,,,,,,,,,,,,,,,,,,,,,,,
6/23/2018,55,0,1.791618521,,,,,,,,,,,,,,,,,,,,,,,
6/24/2018,87,0,1.856929322,,,,,,,,,,,,,,,,,,,,,,,
6/25/2018,71,0,1.877542327,,,,,,,,,,,,,,,,,,,,,,,
6/26/2018,85,0,2.203175403,,,,,,,,,,,,,,,,,,,,,,,
6/27/2018,76,0,2.112093002,,,,,,,,,,,,,,,,,,,,,,,
6/28/2018,95,0,2.551768769,,,,,,,,,,,,,,,,,,,,,,,
6/29/2018,74,0,2.746836483,,,,,,,,,,,,,,,,,,,,,,,
6/30/2018,70,0,2.029983594,,,,,,,,,,,,,,,,,,,,,,,
7/1/2018,55,0,2.267558233,,,,,,,,,,,,,,,,,,,,,,,
7/2/2018,57,0,2.614033159,,,,,,,,,,,,,,,,,,,,,,,
7/3/2018,79,0,2.381114023,,,,,,,,,,,,,,,,,,,,,,,
7/4/2018,83,0,2.222557197,,,,,,,,,,,,56.67,,,,,,,,,,,
7/5/2018,85,0,1.813921185,,,,,,,,,51.2,43.91,,,,,,,,,,,32.4,,
7/6/2018,77,0,2.060073547,,,,,,,,,,,,,,,,,,,,,,,
7/7/2018,82,0,1.947832315,,,,,,,,,,,,,,,,,,,,,,,
7/8/2018,76,0,2.563377535,,,,,,,,,,,,,,,,,,,,,,,
7/9/2018,82,4.5,2.005652525,,,,,,,,,,,,,,,,,,,,,,,
7/10/2018,79,0,2.407397396,,,,,,,,,,,,,,,,,,,,,,,
7/11/2018,80,0,2.06851993,,,,,,,,,,,,,,,,,,,,,,,
7/12/2018,72,0,2.696915432,,16.55,,17.72,19.37,26.918376,,,,,15.339,,17.18,26.21,17.3,16.68,,,,,,,
7/13/2018,84,0,2.750205869,,,,,,,,,,,,,,,,,,24.25119121,19.96,,,,
7/14/2018,83,0,1.650772999,,,,,,,,,,,,,,,,,,,,,,,
7/15/2018,78,0,1.630675968,,,,,,,,,,,,,,,,,,,,,,,
7/16/2018,85,6.4,2.454213489,,,,,,,,,,,,,,,,,,,,,,,
7/17/2018,77,0.3,2.505495495,,,,,,,,,,,,,,,,,,,,,,,
7/18/2018,90,2.8,1.550567474,,,,,,,,,,,,,,,,,,,,,,,
7/19/2018,84,0,2.37686189,,,,,,,,,,,,,,,,,,,,,,,
7/20/2018,80,0,2.412618238,,,,,,,,,,,,,,,,,,,,,,,
7/21/2018,84,0,2.639002903,,,,,,,,,,,,,,,,,,,,,,,
7/22/2018,82,0,2.552567127,,,,,,,,,,,,,,,,,,,,,,,
7/23/2018,81,0,2.47259778,,,,,,,,,,,,,,,,,,,,,,,
7/24/2018,87,0,2.296515776,,,,,,,,,,,,,,,,,,,,,,,
7/25/2018,92,0,2.805067893,,,,,,,,,,,,,,,,,,,,,,,
7/26/2018,76,0,2.88106846,,,,,,,,,,,,,,,,,,,,,,,
7/27/2018,70,0,3.086301134,,,,,,,,,,,,,,,,,,,,,,,
7/28/2018,69,1.1,3.105577682,,,,,,,,,,,,,,,,,,,,,,,
7/29/2018,88,0,2.515181743,,,,,,,,,,,,,,,,,,,,,,,
7/30/2018,67,0,2.368174252,,,,,,,,,,,,,,,,,,,,,,,
7/31/2018,68,0,3.508705821,,,,,,,,,,,,,,,,,,,,,,,
8/1/2018,83,0,2.415055275,,16.36,,17.63,19.31,26.72518543,22.28322418,2.22599898,,,15.129,,16.97,26.1,16.76,,,,,,,,
8/2/2018,57,0,2.682473508,44.6,16.36,,,,,,,,,,,,,,,,,,,,,
8/3/2018,68,0,2.570528566,,,,,,,,,,,,,,,,,,,,,,,
8/4/2018,83,0,2.925108861,,,,,,,,,,,,,,,,,,,,,,,
8/5/2018,84,0,3.114927032,,,,,,,,,,,,,,,,,,,,,,,
8/6/2018,67,1.3,1.989527681,,,,,,,,,,,,,,,,,,,,,,,
8/7/2018,90,0,2.560762134,,,,,,,,,,,,,,,,,,,,,,,
8/8/2018,69,0.1,3.186234319,,16.3,,17.6,19.28,26.6962766,22.284877,21.7172234,5.66,43.62,15.69,56.12,16.91,26.6,16.69,,,,,,,,
8/9/2018,87,1.1,2.917940596,,,,,,,,,,,,,,,,,,,,6.73,31.21,28.28,
8/10/2018,76,0.3,2.22996024,,,,,,,,,,,,,,,,,,,,,,,
8/11/2018,68,43.7,1.475278496,,,,,,,,,,,,,,,,,,,,,,,
8/12/2018,67,0,2.627289348,,,,,,,,,,,,,,,,,,,,,,,
8/13/2018,66,9.5,2.601920405,,,,,,,,,,,,,,,,,,,,,,,
8/14/2018,96,3.5,0.909402027,,,,,,,,,,,,,,,,,,,,,,,
8/15/2018,88,0.2,1.942445706,,,,,,,,,,,,,,,,,,,,,,,
8/16/2018,85,0,1.888868582,,16.255,,17.735,19.625,26.75899284,22.62151353,21.949382,,,15.199,,17.125,26.85,17.1,,,,,,,,
8/17/2018,79,0,2.037278508,,,,,,,,,,,,,,,,,,,,,,,
8/18/2018,74,1.6,1.759641107,,,,,,,,,,,,,,,,,,,,,,,
8/19/2018,84,17.7,1.794893972,,,,,,,,,,,,,,,,,,,,,,,
8/20/2018,98,0.4,2.274913049,,,,,19.72,,,,,,,,,26.12,17.32,16.83,,,,,,,
8/21/2018,76,0.4,2.649952524,,16.26,,17.8,19.69,26.8217782,23.2558135,23.2518922,,,15.249,,17.3,26.13,17.42,,,22.5228781,19.91,,,,
8/22/2018,66,0.3,2.057805506,,,,,,,,,,,,,,,,,,,,,,,
8/23/2018,88,21,1.907159695,,,,,,,,,,,,,,,,,,,,,,,
8/24/2018,95,6.7,1.53604943,,,,,,,,,,,,,,,,,,,,,,,
8/25/2018,71,4,2.28475944,,,,,,,,,,,,,,,,,,,,,,,
8/26/2018,65,0.1,2.391495022,,,,,,,,,,,,,,,,,,,,,,,
8/27/2018,60,4.8,1.301143517,,,,,,,,,,,,,,,,,,,,,,,
8/28/2018,88,0.4,1.884196127,,16.32,,17.88,19.7,27.6325947,23.33567992,23.2612615,,,15.419,,17.57,26.27,17.76,,,,,,,,
8/29/2018,86,0.1,1.506384725,,,,,,,,,,,,,,,,,,,,,,,
8/30/2018,86,0.2,1.311565469,,,,,,,,,,,,,,,,,,,,,,,
8/31/2018,87,0.2,1.056657483,,,,,,,,,,,,,,,,,,,,,,,
9/1/2018,84,0,1.874683531,,,,,,,,,,,,,,,,,,,,,,,
9/2/2018,81,0,2.716874064,,,,,,,,,,,,,,26.2,,,,,,,,,
9/3/2018,77,0,3.012077017,,,,,19.61,,,,,,,,,26.24,,,,,,,,,
9/4/2018,89,0,1.70255525,,16.4,,17.85,19.595,27.53392,23.3497828,22.49267,,,15.399,,17.5,26.245,17.59,,,,,,,,
9/5/2018,83,0,1.875991839,,16.39,46.56295324,,19.57,,,,,,,,,26.21,,,,,,,,,
9/6/2018,87,0,2.310219076,,,,,19.56,,,,,,,,,26.19,,,,,,,,,
9/7/2018,78,14.9,1.881792237,,,,,19.55,,,,,,,,,26.19,,,,,,,,,
9/8/2018,85,9.1,1.990930539,,,,,19.78,,,,,,,,,26.27,,,,,,,,,
9/9/2018,73,12.9,1.352720613,,,,,19.77,,,,,,,,,26.39,,,,,,,,,
9/10/2018,89,5.7,1.947861763,,,,,19.81,,,,,,,,,26.4,,,,,,,,,
9/11/2018,77,18.2,1.46734139,,,,,19.81,,,,,,,,,26.4,,,,,,,,,
9/12/2018,69,2.4,2.439790725,,,,,19.85,,,,,,,,,26.41,,,,,,,,,
9/13/2018,76,6,1.995570396,,16.47,,18.7,19.81,27.48826684,23.59879385,,,,15.654,,17.88,26.41,18.19,17.69,,,,,,,
9/14/2018,80,13.2,1.531328867,,,,,19.81,,,,,,,,,26.4,,,,,,,,,
9/15/2018,86,1.3,2.652894736,,,,,19.87,,,,,,,,,26.45,,,,,,,,,
9/16/2018,62,7.6,1.837459245,,,,,19.81,,,,,,,,,26.49,,,,,,,,,
9/17/2018,95,0.3,2.315519573,,,,,19.84,,,,48.69,44.51,,,,26.53,,,,,,,,,
9/18/2018,92,0,4.29796244,,16.55,,18.11,19.8,27.64281497,23.824328,23.6464812,,,16.749,57.23,17.98,26.52,18.3,,,,,,33.14,,
9/19/2018,93,3.1,1.962368141,,,,,19.77,,,,,,,,,26.5,18.26,17.78,,,,,,,
9/20/2018,83,3.9,2.05431557,,,,,19.75,,,,,,,,,26.48,,,,,,,,,
9/21/2018,93,4.9,2.243272502,,,,18.8,19.77,,,,,,,,17.95,26.5,18.23,,,,,,,,
9/22/2018,72,4,2.636599823,,,,,19.77,,,,,,,,,26.5,,,,,,,,,
9/23/2018,66,1.1,2.691208472,,,,,19.77,,,,,,,,,26.5,,,,,,,,,
9/24/2018,52,0,2.811540361,,,,,19.75,,,,,,,,,26.48,,,,,2.46,,,,
9/25/2018,48,0.4,2.711297746,,16.64,,18.4,19.72,27.4786758,23.6386286,,,,15.699,,17.91,26.42,18.15,,,,,,,,
9/26/2018,77,1.3,1.641277877,,,,,19.74,,,,,,,,,26.49,,,,,,,,,
9/27/2018,72,0.2,1.851125994,,,,,19.71,,,,,,,,,26.48,,,,,,,,,
9/28/2018,61,0,3.044578693,,,,,19.7,,,,,,,,,26.43,,,,,,,,,
9/29/2018,45,1.4,1.530195032,,,,,19.68,,,,,,,,,26.44,,,,,,,,,
9/30/2018,67,1,2.062409208,,,,,19.69,,,,,,,,,26.43,,,,,,,,,
10/1/2018,77,1.8,1.783393828,,,,,19.67,,,,,,,,,26.42,,,,,,,,,
10/2/2018,64,10.4,1.415577639,,17.1,,18.5,19.73,27.25644464,23.5612615,22.82894754,,,17.599,,17.45,26.45,17.6,,,,,,,,
10/3/2018,85,0,2.404350372,44.81,16.71,,,19.77,,,,,,,,,26.41,,,,,,,,,
10/4/2018,55,2.9,1.461263643,,,,,19.74,,,,,,,,,26.42,,,,,,,,,
10/5/2018,92,2.8,1.674503276,,,,,19.76,,,,,,,,,26.46,,,,,,,,,
10/6/2018,91,3.3,1.360001027,,,,,19.77,,,,,,,,,26.49,,,,,,,,,
10/7/2018,80,3.9,2.521105666,,,,,19.78,,,,,,,,,26.5,,,,,,,,,
10/8/2018,72,10.1,1.419863533,,,,,19.78,,,,,,,,,26.58,,,,,,,,,
10/9/2018,89,0,1.510592724,,16.89,,18.11,19.84,27.71525941,23.92495913,24.1912354,,,15.859,,17.975,26.62,18.365,17.86,,,,,,,
10/10/2018,85,0,1.910886242,,,,,19.79,,,,,,,,,26.55,,,,,,,,,
10/11/2018,89,0,3.398747587,,,,,19.76,,,,,,,,,26.56,,,,,,,,,
10/12/2018,77,0,3.500450473,,,,,19.74,,,,,,,,,26.55,,,,,,,,,
10/13/2018,90,0,2.770672024,,,,,19.72,,,,,,,,,26.56,,,,,,,,,
10/14/2018,86,0,4.392801353,,,,,19.72,,,,,,,,,26.56,,,,,,,,,
10/15/2018,84,0.4,3.36844574,,,,,19.7,,,,,,,,,26.55,,,,24,2.57,,,,
10/16/2018,89,0,1.725178538,,,,,,,,,,,,,,,,,,,,,,,
10/17/2018,93,0,1.689031007,,16.79,,18.5,,27.53656313,23.5612615,23.27637,,,15.729,,17.96,,18.22,,,,,,,,
10/18/2018,92,0,3.058245914,,,,,19.66,,,,,,,,,26.52,,,,,,,,,
10/19/2018,67,0.6,2.344577456,,,,,19.64,,,,47.83,44.35,,,,26.52,,,,,,,,,
10/20/2018,76,0,2.481429444,,,,,19.63,,,,,,,57.16,,26.52,,,,,,,,,
10/21/2018,84,0.5,1.224145418,,,,,19.62,,,,,,,,,26.52,,,,,,,,,
10/22/2018,76,6.7,2.864044274,,16.81,,18.2,19.61,27.4496298,23.49542766,22.85713832,,,15.679,,17.87,26.5,18.12,,,,,,,,
10/23/2018,86,1.7,3.077543369,,,,,19.65,,,,,,,,,26.52,,,,,,,,,
10/24/2018,51,0.4,2.691531843,,,,,19.66,,,,,,,,,26.5,,,,,,,,,
10/25/2018,87,0,2.846201599,,,,,19.66,,,,,,,,,26.51,,,,,,,,,
10/26/2018,67,18.5,1.227873044,,,,,19.64,,,,,,,,,26.48,,,,,,,,,
10/27/2018,91,1.7,1.169307386,,,,,19.76,,,,,,,,,26.5,,,,,,,,,
10/28/2018,84,0,1.542425879,,,,,19.74,,,,,,,,,26.49,,,,,,,,,
10/29/2018,82,1.6,1.326844694,,16.82,,18.6,19.74,27.565549,23.6775297,24.127624,,,15.699,,17.94,26.5,18.27,,,,,,,,
10/30/2018,92,5.9,1.243109676,,,,,19.75,,,,,,,,,26.55,,,,,,,,,
10/31/2018,92,0.1,1.72056251,,,,,19.75,,,,,,,,,26.56,,,,,,,33.22,,
11/1/2018,90,0,1.963037801,,,,,19.74,,,,,,,,,26.53,,,,,,,,,
11/2/2018,87,2,1.343615441,,,,,19.73,,,,,,,,,26.55,,,,,,,,,
11/3/2018,76,0,2.336714464,,,,,19.71,,,,,,,,,26.55,,,,,,,,,
11/4/2018,80,0,1.898289861,,,,,19.72,,,,,,,,,26.55,,,,,,,,,
11/5/2018,81,0,1.416044272,,16.83,,18.8,19.71,27.58485942,23.65158858,23.7444587,,,15.729,,17.99,26.52,18.31,,,,,,,,
11/6/2018,97,0,2.121684254,,,,,19.7,,,,,,,,,26.52,,,,,,,,,
11/7/2018,96,0,1.801914387,,,,,19.69,,,,,,,,,26.45,,,,,,,,,
11/8/2018,92,0,1.379263788,,,,,19.68,,,,,,,,,26.44,,,,,,,,,
11/9/2018,98,5.1,1.324140764,,,,,19.66,,,,,,,,,26.44,,,,,,,,,
11/10/2018,90,4,1.347927389,,,,,19.72,,,,,,,,,26.49,,,,,,,,,
11/11/2018,94,9.8,1.25355187,,,,,19.74,,,,,,,,,26.53,,,,,,,,,
11/12/2018,96,0.5,1.380711558,,16.85,,18.13,19.81,27.7877384,23.827912,24.8272477,,,15.769,,18.4,26.61,18.45,,,,,,,,
11/13/2018,97,5.6,1.314617475,,,,,19.77,,,,,,,,,26.57,,,,,,,,,
11/14/2018,92,1.8,1.375102733,,,,,19.8,,,,48.14,44.58,,57.45,,26.58,,,,,,7.3,33.54,3.33,31.61
11/15/2018,97,0,1.371387152,,,,,19.77,,,,,,,,,26.54,,,,,,,,,
11/16/2018,92,0,2.408823059,,,,,19.76,,,,,,,,,26.55,,,,,,,,,
11/17/2018,80,0,1.356191756,,,,,19.74,,,,,,,,,26.56,,,,,,,,,
11/18/2018,76,0,1.93783031,,,,,19.73,,,,,,,,,26.58,,,,,,,,,
11/19/2018,74,0.1,1.812542608,,16.87,,18.13,19.71,27.77752,23.76657495,24.7983563,,,15.819,,18.15,26.58,18.53,,,,,,,,
11/20/2018,88,0,1.969477929,,,,,19.7,,,,,,,,,26.59,,,,,,,,,
11/21/2018,83,0,1.437789308,,,,,19.69,,,,,,,,,26.59,,,,,2.85,,,,
11/22/2018,78,0,1.18282422,,16.87,,18.1,19.68,27.63315571,23.65665758,23.63454133,,,15.779,,18.9,26.58,18.44,17.93,,,,,,,
11/23/2018,89,0,1.081685198,,,,,19.67,,,,,,,,,26.57,,,,,,,,,
11/24/2018,88,0,1.031253467,,,,,19.66,,,,,,,,,26.57,,,,,,,,,
11/25/2018,87,0,1.759063156,,,,,19.65,,,,,,,,,26.55,,,,,,,,,
11/26/2018,83,0,1.120069678,,,,,19.64,,,,,,,,,26.48,,,,26.317293,,,,,
